datestamp,country_code,marketing_channel,conversions
2014-11-28,it,Search Engine Results,520
2014-11-28,us,Display Ads,8057
2014-11-28,us,KAYAK Deals Email,360
2014-11-28,us,Search Engine Ads,2086
2014-11-28,us,Search Engine Results,6502
2014-11-29,de,Display Ads,820
2014-11-29,de,KAYAK Deals Email,3
2014-11-29,de,Search Engine Ads,793
2014-11-29,de,Search Engine Results,756
2014-11-29,es,Display Ads,283
2014-11-29,es,KAYAK Deals Email,10
2014-11-29,es,Search Engine Ads,1216
2014-11-29,es,Search Engine Results,896
2014-11-29,fr,Display Ads,204
2014-11-29,fr,KAYAK Deals Email,6
2014-11-29,fr,Search Engine Ads,403
2014-11-29,fr,Search Engine Results,538
2014-11-29,gb,Display Ads,206
2014-11-29,gb,KAYAK Deals Email,13
2014-11-29,gb,Search Engine Ads,74
2014-11-29,gb,Search Engine Results,310
2014-11-29,gb,Travel Search Site,140
2014-11-29,it,Display Ads,140
2014-11-29,it,Search Engine Ads,339
2014-11-29,it,Search Engine Results,409
2014-11-29,us,Display Ads,7323
2014-11-29,us,KAYAK Deals Email,472
2014-11-29,us,Search Engine Ads,1828
2014-11-29,us,Search Engine Results,5953
2014-11-29,us,Travel Search Site,5
2014-11-30,de,Display Ads,1232
2014-11-30,de,KAYAK Deals Email,17
2014-11-30,de,Search Engine Ads,1274
2014-11-30,de,Search Engine Results,1136
2014-11-30,es,Display Ads,441
2014-11-30,es,KAYAK Deals Email,30
2014-11-30,es,Search Engine Ads,1787
2014-11-30,es,Search Engine Results,1482
2014-11-30,fr,Display Ads,261
2014-11-30,fr,KAYAK Deals Email,17
2014-11-30,fr,Search Engine Ads,566
2014-11-30,fr,Search Engine Results,704
2014-11-30,gb,Display Ads,257
2014-11-30,gb,KAYAK Deals Email,13
2014-11-30,gb,Search Engine Ads,114
2014-11-30,gb,Search Engine Results,467
2014-11-30,gb,Travel Search Site,217
2014-11-30,it,Display Ads,172
2014-11-30,it,Search Engine Ads,449
2014-11-30,it,Search Engine Results,515
2014-11-30,us,Display Ads,9417
2014-11-30,us,KAYAK Deals Email,482
2014-11-30,us,Search Engine Ads,2131
2014-11-30,us,Search Engine Results,7711
2014-12-01,de,Display Ads,1206
2014-12-01,de,KAYAK Deals Email,10
2014-12-01,de,Search Engine Ads,1106
2014-12-01,de,Search Engine Results,1146
2014-12-01,es,Display Ads,501
2014-12-01,es,KAYAK Deals Email,10
2014-12-01,es,Search Engine Ads,2154
2014-12-01,es,Search Engine Results,1724
2014-12-01,fr,Display Ads,302
2014-12-01,fr,KAYAK Deals Email,23
2014-12-01,fr,Search Engine Ads,586
2014-12-01,fr,Search Engine Results,769
2014-12-01,gb,Display Ads,315
2014-12-01,gb,KAYAK Deals Email,61
2014-12-01,gb,Search Engine Ads,124
2014-12-01,gb,Search Engine Results,484
2014-12-01,gb,Travel Search Site,214
2014-12-01,it,Display Ads,199
2014-12-01,it,Search Engine Ads,485
2014-12-01,it,Search Engine Results,552
2014-12-01,us,Display Ads,13652
2014-12-01,us,KAYAK Deals Email,867
2014-12-01,us,Search Engine Ads,2910
2014-12-01,us,Search Engine Results,10235
2014-12-02,de,Display Ads,1349
2014-12-02,de,KAYAK Deals Email,13
2014-12-02,de,Search Engine Ads,1226
2014-12-02,de,Search Engine Results,1082
2014-12-02,es,Display Ads,495
2014-12-02,es,Search Engine Ads,2222
2014-12-02,es,Search Engine Results,1841
2014-12-02,fr,Display Ads,269
2014-12-02,fr,KAYAK Deals Email,23
2014-12-02,fr,Search Engine Ads,626
2014-12-02,fr,Search Engine Results,766
2014-12-02,gb,Display Ads,304
2014-12-02,gb,KAYAK Deals Email,20
2014-12-02,gb,Search Engine Ads,128
2014-12-02,gb,Search Engine Results,450
2014-12-02,gb,Travel Search Site,129
2014-12-02,it,Display Ads,203
2014-12-02,it,KAYAK Deals Email,6
2014-12-02,it,Search Engine Ads,470
2014-12-02,it,Search Engine Results,614
2014-12-02,us,Display Ads,13376
2014-12-02,us,KAYAK Deals Email,734
2014-12-02,us,Search Engine Ads,3059
2014-12-02,us,Search Engine Results,9970
2014-12-02,us,Travel Search Site,2
2014-12-03,de,Display Ads,1121
2014-12-03,de,KAYAK Deals Email,13
2014-12-03,de,Search Engine Ads,1233
2014-12-03,de,Search Engine Results,983
2014-12-03,es,Display Ads,514
2014-12-03,es,KAYAK Deals Email,10
2014-12-03,es,Search Engine Ads,2081
2014-12-03,es,Search Engine Results,1678
2014-12-03,fr,Display Ads,271
2014-12-03,fr,KAYAK Deals Email,3
2014-12-03,fr,Search Engine Ads,513
2014-12-03,fr,Search Engine Results,647
2014-12-03,gb,Display Ads,316
2014-12-03,gb,KAYAK Deals Email,27
2014-12-03,gb,Search Engine Ads,109
2014-12-03,gb,Search Engine Results,395
2014-12-03,gb,Travel Search Site,261
2014-12-03,it,Display Ads,214
2014-12-03,it,Search Engine Ads,300
2014-12-03,it,Search Engine Results,489
2014-12-03,us,Display Ads,12686
2014-12-03,us,KAYAK Deals Email,503
2014-12-03,us,Search Engine Ads,2935
2014-12-03,us,Search Engine Results,9665
2014-12-03,us,Travel Search Site,2
2014-12-04,de,Display Ads,1002
2014-12-04,de,KAYAK Deals Email,105
2014-12-04,de,Search Engine Ads,1192
2014-12-04,de,Search Engine Results,859
2014-12-04,es,Display Ads,445
2014-12-04,es,KAYAK Deals Email,10
2014-12-04,es,Search Engine Ads,2020
2014-12-04,es,Search Engine Results,1471
2014-12-04,fr,Display Ads,258
2014-12-04,fr,KAYAK Deals Email,23
2014-12-04,fr,Search Engine Ads,465
2014-12-04,fr,Search Engine Results,671
2014-12-04,gb,Display Ads,318
2014-12-04,gb,KAYAK Deals Email,27
2014-12-04,gb,Search Engine Ads,90
2014-12-04,gb,Search Engine Results,396
2014-12-04,gb,Travel Search Site,236
2014-12-04,it,Display Ads,180
2014-12-04,it,KAYAK Deals Email,44
2014-12-04,it,Search Engine Ads,324
2014-12-04,it,Search Engine Results,570
2014-12-04,us,Display Ads,12087
2014-12-04,us,KAYAK Deals Email,1077
2014-12-04,us,Search Engine Ads,2640
2014-12-04,us,Search Engine Results,9034
2014-12-05,de,Display Ads,931
2014-12-05,de,KAYAK Deals Email,3
2014-12-05,de,Search Engine Ads,963
2014-12-05,de,Search Engine Results,735
2014-12-05,es,Display Ads,399
2014-12-05,es,KAYAK Deals Email,3
2014-12-05,es,Search Engine Ads,1658
2014-12-05,es,Search Engine Results,1287
2014-12-05,fr,Display Ads,244
2014-12-05,fr,KAYAK Deals Email,34
2014-12-05,fr,Search Engine Ads,564
2014-12-05,fr,Search Engine Results,589
2014-12-05,gb,Display Ads,227
2014-12-05,gb,KAYAK Deals Email,17
2014-12-05,gb,Search Engine Ads,104
2014-12-05,gb,Search Engine Results,283
2014-12-05,gb,Travel Search Site,198
2014-12-05,it,Display Ads,150
2014-12-05,it,KAYAK Deals Email,3
2014-12-05,it,Search Engine Ads,314
2014-12-05,it,Search Engine Results,414
2014-12-05,us,Display Ads,10475
2014-12-05,us,KAYAK Deals Email,693
2014-12-05,us,Search Engine Ads,2371
2014-12-05,us,Search Engine Results,8089
2014-12-06,de,Display Ads,757
2014-12-06,de,Search Engine Ads,846
2014-12-06,de,Search Engine Results,586
2014-12-06,es,Display Ads,251
2014-12-06,es,KAYAK Deals Email,6
2014-12-06,es,Search Engine Ads,905
2014-12-06,es,Search Engine Results,880
2014-12-06,fr,Display Ads,186
2014-12-06,fr,KAYAK Deals Email,3
2014-12-06,fr,Search Engine Ads,400
2014-12-06,fr,Search Engine Results,556
2014-12-06,gb,Display Ads,180
2014-12-06,gb,Search Engine Ads,56
2014-12-06,gb,Search Engine Results,303
2014-12-06,gb,Travel Search Site,170
2014-12-06,it,Display Ads,134
2014-12-06,it,KAYAK Deals Email,3
2014-12-06,it,Search Engine Ads,272
2014-12-06,it,Search Engine Results,312
2014-12-06,us,Display Ads,8420
2014-12-06,us,KAYAK Deals Email,425
2014-12-06,us,Search Engine Ads,2350
2014-12-06,us,Search Engine Results,6725
2014-12-07,de,Display Ads,1283
2014-12-07,de,KAYAK Deals Email,20
2014-12-07,de,Search Engine Ads,1333
2014-12-07,de,Search Engine Results,1036
2014-12-07,es,Display Ads,234
2014-12-07,es,Search Engine Ads,736
2014-12-07,es,Search Engine Results,858
2014-12-07,fr,Display Ads,289
2014-12-07,fr,KAYAK Deals Email,13
2014-12-07,fr,Search Engine Ads,596
2014-12-07,fr,Search Engine Results,805
2014-12-07,gb,Display Ads,208
2014-12-07,gb,KAYAK Deals Email,13
2014-12-07,gb,Search Engine Ads,57
2014-12-07,gb,Search Engine Results,359
2014-12-07,gb,Travel Search Site,198
2014-12-07,it,Display Ads,144
2014-12-07,it,KAYAK Deals Email,17
2014-12-07,it,Search Engine Ads,297
2014-12-07,it,Search Engine Results,361
2014-12-07,us,Display Ads,10691
2014-12-07,us,KAYAK Deals Email,465
2014-12-07,us,Search Engine Ads,2635
2014-12-07,us,Search Engine Results,8657
2014-12-07,us,Travel Search Site,2
2014-12-08,de,Display Ads,1244
2014-12-08,de,KAYAK Deals Email,37
2014-12-08,de,Search Engine Ads,1390
2014-12-08,de,Search Engine Results,843
2014-12-08,es,Display Ads,311
2014-12-08,es,KAYAK Deals Email,13
2014-12-08,es,Search Engine Ads,881
2014-12-08,es,Search Engine Results,935
2014-12-08,fr,Display Ads,242
2014-12-08,fr,Search Engine Ads,611
2014-12-08,fr,Search Engine Results,785
2014-12-08,gb,Display Ads,300
2014-12-08,gb,KAYAK Deals Email,13
2014-12-08,gb,Search Engine Ads,95
2014-12-08,gb,Search Engine Results,360
2014-12-08,gb,Travel Search Site,156
2014-12-08,it,Display Ads,165
2014-12-08,it,KAYAK Deals Email,3
2014-12-08,it,Search Engine Ads,283
2014-12-08,it,Search Engine Results,425
2014-12-08,us,Display Ads,13452
2014-12-08,us,KAYAK Deals Email,656
2014-12-08,us,Search Engine Ads,3168
2014-12-08,us,Search Engine Results,10556
2014-12-08,us,Travel Search Site,8
2014-12-09,de,Display Ads,1190
2014-12-09,de,KAYAK Deals Email,6
2014-12-09,de,Search Engine Ads,1281
2014-12-09,de,Search Engine Results,999
2014-12-09,es,Display Ads,334
2014-12-09,es,KAYAK Deals Email,6
2014-12-09,es,Search Engine Ads,1077
2014-12-09,es,Search Engine Results,1078
2014-12-09,fr,Display Ads,227
2014-12-09,fr,KAYAK Deals Email,37
2014-12-09,fr,Search Engine Ads,600
2014-12-09,fr,Search Engine Results,629
2014-12-09,gb,Display Ads,268
2014-12-09,gb,KAYAK Deals Email,3
2014-12-09,gb,Search Engine Ads,76
2014-12-09,gb,Search Engine Results,364
2014-12-09,gb,Travel Search Site,148
2014-12-09,it,Display Ads,166
2014-12-09,it,KAYAK Deals Email,6
2014-12-09,it,Search Engine Ads,394
2014-12-09,it,Search Engine Results,471
2014-12-09,us,Display Ads,13106
2014-12-09,us,KAYAK Deals Email,612
2014-12-09,us,Search Engine Ads,2918
2014-12-09,us,Search Engine Results,9788
2014-12-10,de,Display Ads,1023
2014-12-10,de,KAYAK Deals Email,3
2014-12-10,de,Search Engine Ads,1092
2014-12-10,de,Search Engine Results,872
2014-12-10,es,Display Ads,314
2014-12-10,es,KAYAK Deals Email,17
2014-12-10,es,Search Engine Ads,909
2014-12-10,es,Search Engine Results,850
2014-12-10,fr,Display Ads,235
2014-12-10,fr,KAYAK Deals Email,6
2014-12-10,fr,Search Engine Ads,695
2014-12-10,fr,Search Engine Results,631
2014-12-10,gb,Display Ads,260
2014-12-10,gb,KAYAK Deals Email,10
2014-12-10,gb,Search Engine Ads,80
2014-12-10,gb,Search Engine Results,332
2014-12-10,gb,Travel Search Site,115
2014-12-10,it,Display Ads,131
2014-12-10,it,KAYAK Deals Email,3
2014-12-10,it,Search Engine Ads,334
2014-12-10,it,Search Engine Results,430
2014-12-10,us,Display Ads,12157
2014-12-10,us,KAYAK Deals Email,1312
2014-12-10,us,Search Engine Ads,2212
2014-12-10,us,Search Engine Results,8825
2014-12-10,us,Travel Search Site,2
2014-12-11,de,Display Ads,854
2014-12-11,de,KAYAK Deals Email,57
2014-12-11,de,Search Engine Ads,1081
2014-12-11,de,Search Engine Results,769
2014-12-11,es,Display Ads,270
2014-12-11,es,KAYAK Deals Email,3
2014-12-11,es,Search Engine Ads,910
2014-12-11,es,Search Engine Results,798
2014-12-11,fr,Display Ads,222
2014-12-11,fr,Search Engine Ads,561
2014-12-11,fr,Search Engine Results,616
2014-12-11,gb,Display Ads,224
2014-12-11,gb,KAYAK Deals Email,3
2014-12-11,gb,Search Engine Ads,77
2014-12-11,gb,Search Engine Results,294
2014-12-11,gb,Travel Search Site,85
2014-12-11,it,Display Ads,148
2014-12-11,it,KAYAK Deals Email,6
2014-12-11,it,Search Engine Ads,387
2014-12-11,it,Search Engine Results,420
2014-12-11,us,Display Ads,11170
2014-12-11,us,KAYAK Deals Email,751
2014-12-11,us,Search Engine Ads,1828
2014-12-11,us,Search Engine Results,8950
2014-12-12,de,Display Ads,836
2014-12-12,de,KAYAK Deals Email,3
2014-12-12,de,Search Engine Ads,954
2014-12-12,de,Search Engine Results,677
2014-12-12,es,Display Ads,253
2014-12-12,es,KAYAK Deals Email,20
2014-12-12,es,Search Engine Ads,738
2014-12-12,es,Search Engine Results,823
2014-12-12,fr,Display Ads,175
2014-12-12,fr,KAYAK Deals Email,6
2014-12-12,fr,Search Engine Ads,493
2014-12-12,fr,Search Engine Results,532
2014-12-12,gb,Display Ads,218
2014-12-12,gb,KAYAK Deals Email,10
2014-12-12,gb,Search Engine Ads,71
2014-12-12,gb,Search Engine Results,297
2014-12-12,gb,Travel Search Site,115
2014-12-12,it,Display Ads,136
2014-12-12,it,KAYAK Deals Email,20
2014-12-12,it,Search Engine Ads,394
2014-12-12,it,Search Engine Results,359
2014-12-12,us,Display Ads,10056
2014-12-12,us,KAYAK Deals Email,561
2014-12-12,us,Search Engine Ads,1553
2014-12-12,us,Search Engine Results,7759
2014-12-13,de,Display Ads,773
2014-12-13,de,KAYAK Deals Email,10
2014-12-13,de,Search Engine Ads,924
2014-12-13,de,Search Engine Results,567
2014-12-13,es,Display Ads,211
2014-12-13,es,KAYAK Deals Email,10
2014-12-13,es,Search Engine Ads,540
2014-12-13,es,Search Engine Results,577
2014-12-13,fr,Display Ads,165
2014-12-13,fr,Search Engine Ads,585
2014-12-13,fr,Search Engine Results,566
2014-12-13,gb,Display Ads,160
2014-12-13,gb,KAYAK Deals Email,6
2014-12-13,gb,Search Engine Ads,63
2014-12-13,gb,Search Engine Results,283
2014-12-13,gb,Travel Search Site,88
2014-12-13,it,Display Ads,101
2014-12-13,it,KAYAK Deals Email,3
2014-12-13,it,Search Engine Ads,359
2014-12-13,it,Search Engine Results,332
2014-12-13,us,Display Ads,7854
2014-12-13,us,KAYAK Deals Email,350
2014-12-13,us,Search Engine Ads,1738
2014-12-13,us,Search Engine Results,6707
2014-12-14,de,Display Ads,1083
2014-12-14,de,KAYAK Deals Email,10
2014-12-14,de,Search Engine Ads,1326
2014-12-14,de,Search Engine Results,934
2014-12-14,es,Display Ads,278
2014-12-14,es,KAYAK Deals Email,13
2014-12-14,es,Search Engine Ads,902
2014-12-14,es,Search Engine Results,991
2014-12-14,fr,Display Ads,220
2014-12-14,fr,KAYAK Deals Email,10
2014-12-14,fr,Search Engine Ads,603
2014-12-14,fr,Search Engine Results,779
2014-12-14,gb,Display Ads,270
2014-12-14,gb,KAYAK Deals Email,3
2014-12-14,gb,Search Engine Ads,97
2014-12-14,gb,Search Engine Results,296
2014-12-14,gb,Travel Search Site,167
2014-12-14,it,Display Ads,180
2014-12-14,it,KAYAK Deals Email,3
2014-12-14,it,Search Engine Ads,521
2014-12-14,it,Search Engine Results,398
2014-12-14,us,Display Ads,9496
2014-12-14,us,KAYAK Deals Email,459
2014-12-14,us,Search Engine Ads,1950
2014-12-14,us,Search Engine Results,8131
2014-12-15,de,Display Ads,1123
2014-12-15,de,KAYAK Deals Email,6
2014-12-15,de,Search Engine Ads,1301
2014-12-15,de,Search Engine Results,977
2014-12-15,es,Display Ads,323
2014-12-15,es,Search Engine Ads,1001
2014-12-15,es,Search Engine Results,1118
2014-12-15,fr,Display Ads,275
2014-12-15,fr,KAYAK Deals Email,17
2014-12-15,fr,Search Engine Ads,638
2014-12-15,fr,Search Engine Results,646
2014-12-15,gb,Display Ads,280
2014-12-15,gb,KAYAK Deals Email,3
2014-12-15,gb,Search Engine Ads,76
2014-12-15,gb,Search Engine Results,351
2014-12-15,gb,Travel Search Site,162
2014-12-15,it,Display Ads,177
2014-12-15,it,KAYAK Deals Email,13
2014-12-15,it,Search Engine Ads,516
2014-12-15,it,Search Engine Results,456
2014-12-15,us,Display Ads,12656
2014-12-15,us,KAYAK Deals Email,465
2014-12-15,us,Search Engine Ads,2377
2014-12-15,us,Search Engine Results,9833
2014-12-16,de,Display Ads,1076
2014-12-16,de,KAYAK Deals Email,13
2014-12-16,de,Search Engine Ads,1101
2014-12-16,de,Search Engine Results,857
2014-12-16,es,Display Ads,334
2014-12-16,es,Search Engine Ads,896
2014-12-16,es,Search Engine Results,908
2014-12-16,fr,Display Ads,292
2014-12-16,fr,KAYAK Deals Email,6
2014-12-16,fr,Search Engine Ads,727
2014-12-16,fr,Search Engine Results,618
2014-12-16,gb,Display Ads,289
2014-12-16,gb,KAYAK Deals Email,3
2014-12-16,gb,Search Engine Ads,100
2014-12-16,gb,Search Engine Results,382
2014-12-16,gb,Travel Search Site,143
2014-12-16,it,Display Ads,192
2014-12-16,it,Search Engine Ads,476
2014-12-16,it,Search Engine Results,435
2014-12-16,us,Display Ads,12918
2014-12-16,us,KAYAK Deals Email,931
2014-12-16,us,Search Engine Ads,2364
2014-12-16,us,Search Engine Results,9924
2014-12-17,de,Display Ads,990
2014-12-17,de,KAYAK Deals Email,17
2014-12-17,de,Search Engine Ads,1146
2014-12-17,de,Search Engine Results,637
2014-12-17,es,Display Ads,347
2014-12-17,es,KAYAK Deals Email,3
2014-12-17,es,Search Engine Ads,916
2014-12-17,es,Search Engine Results,1003
2014-12-17,fr,Display Ads,258
2014-12-17,fr,Search Engine Ads,630
2014-12-17,fr,Search Engine Results,632
2014-12-17,gb,Display Ads,244
2014-12-17,gb,KAYAK Deals Email,13
2014-12-17,gb,Search Engine Ads,98
2014-12-17,gb,Search Engine Results,324
2014-12-17,gb,Travel Search Site,178
2014-12-17,it,Display Ads,164
2014-12-17,it,KAYAK Deals Email,10
2014-12-17,it,Search Engine Ads,446
2014-12-17,it,Search Engine Results,475
2014-12-17,us,Display Ads,12396
2014-12-17,us,KAYAK Deals Email,557
2014-12-17,us,Search Engine Ads,2429
2014-12-17,us,Search Engine Results,9208
2014-12-18,de,Display Ads,913
2014-12-18,de,KAYAK Deals Email,102
2014-12-18,de,Search Engine Ads,1032
2014-12-18,de,Search Engine Results,747
2014-12-18,es,Display Ads,371
2014-12-18,es,KAYAK Deals Email,6
2014-12-18,es,Search Engine Ads,776
2014-12-18,es,Search Engine Results,936
2014-12-18,fr,Display Ads,230
2014-12-18,fr,KAYAK Deals Email,13
2014-12-18,fr,Search Engine Ads,610
2014-12-18,fr,Search Engine Results,573
2014-12-18,gb,Display Ads,271
2014-12-18,gb,KAYAK Deals Email,10
2014-12-18,gb,Search Engine Ads,45
2014-12-18,gb,Search Engine Results,281
2014-12-18,gb,Travel Search Site,126
2014-12-18,it,Display Ads,134
2014-12-18,it,KAYAK Deals Email,6
2014-12-18,it,Search Engine Ads,432
2014-12-18,it,Search Engine Results,343
2014-12-18,us,Display Ads,11811
2014-12-18,us,KAYAK Deals Email,972
2014-12-18,us,Search Engine Ads,2495
2014-12-18,us,Search Engine Results,8542
2014-12-19,de,Display Ads,869
2014-12-19,de,KAYAK Deals Email,64
2014-12-19,de,Search Engine Ads,819
2014-12-19,de,Search Engine Results,632
2014-12-19,es,Display Ads,294
2014-12-19,es,KAYAK Deals Email,3
2014-12-19,es,Search Engine Ads,580
2014-12-19,es,Search Engine Results,635
2014-12-19,fr,Display Ads,216
2014-12-19,fr,KAYAK Deals Email,20
2014-12-19,fr,Search Engine Ads,420
2014-12-19,fr,Search Engine Results,503
2014-12-19,gb,Display Ads,214
2014-12-19,gb,KAYAK Deals Email,10
2014-12-19,gb,Search Engine Ads,66
2014-12-19,gb,Search Engine Results,288
2014-12-19,gb,Travel Search Site,93
2014-12-19,it,Display Ads,114
2014-12-19,it,KAYAK Deals Email,6
2014-12-19,it,Search Engine Ads,320
2014-12-19,it,Search Engine Results,308
2014-12-19,us,Display Ads,11057
2014-12-19,us,KAYAK Deals Email,588
2014-12-19,us,Search Engine Ads,2303
2014-12-19,us,Search Engine Results,7765
2014-12-19,us,Travel Search Site,5
2014-12-20,de,Display Ads,784
2014-12-20,de,KAYAK Deals Email,6
2014-12-20,de,Search Engine Ads,813
2014-12-20,de,Search Engine Results,601
2014-12-20,es,Display Ads,192
2014-12-20,es,KAYAK Deals Email,10
2014-12-20,es,Search Engine Ads,490
2014-12-20,es,Search Engine Results,622
2014-12-20,fr,Display Ads,182
2014-12-20,fr,KAYAK Deals Email,6
2014-12-20,fr,Search Engine Ads,507
2014-12-20,fr,Search Engine Results,546
2014-12-20,gb,Display Ads,187
